cpdID,cpdName,feature,ion,purpose,IonID,Commentsformanualrevision,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,measuredMZ,ppmError,npcStandardID,npcFeatureID,sn1,sn2,logPALOGPS,logPChemAxon,logPRDKit,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGPathway,KEGGID,chemspiderID,PubChemID,IUPAC,CAS,ChEBIID,InChI,InChIKey,confidenceScore,MSIAnnotationLevel,complexityScore,urine,plasma,serum,breastMilk,gastric,dueodenal,faecal,liver,originalMatrix,annotatedBy,validationFiles,ISOriginalFiles
LPOS-0299,TG(46:3),1,[M+K]+,primary,LPOS-0299.1,na,575.94,9.599,811.6212486,811.6090743,811.633423,560.94,590.94,772.6580905,C49H88O6,811.6204015,1.043705995,na,PLPOS-03820,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0300,TG(47:1),1,[M+NH4]+,primary,LPOS-0300.1,na,622.26,10.371,808.7388663,808.7267352,808.7509974,607.26,637.26,790.7050407,C50H94O6,808.7356439,3.984442477,na,PLPOS-04548,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0301,TG(47:2),1,[M+K]+,primary,LPOS-0301.1,na,604.62,10.077,827.6525488,827.640134,827.6649636,589.62,619.62,788.6893907,C50H92O6,827.6467701,6.981999119,na,PLPOS-04154,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0302,TG(49:0),1,[M+K]+,primary,LPOS-0302.1,na,655.5,10.925,859.715149,859.7022533,859.7280448,640.5,670.5,820.7519909,C52H100O6,859.7148002,0.405737063,na,PLPOS-05108,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0303,TG(49:1),1,[M+NH4]+,primary,LPOS-0303.1,na,640.62,10.677,836.7701664,836.7576149,836.782718,625.62,655.62,818.7363409,C52H98O6,836.7694271,0.883501935,na,PLPOS-04877,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0304,TG(49:2),1,[M+NH4]+,primary,LPOS-0304.1,na,624.42,10.407,834.7545163,834.741995,834.7670377,609.42,639.42,816.7206908,C52H96O6,834.7534695,1.254033094,na,PLPOS-04601,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0305,TG(49:3),1,[M+NH4]+,primary,LPOS-0305.1,na,607.26,10.121,832.7388663,832.7263752,832.7513574,592.26,622.26,814.7050407,C52H94O6,832.7361952,3.207623925,na,PLPOS-04199,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0306,TG(50:5)_1,1,[M+K]+,primary,LPOS-0306.1,na,582.12,9.702,863.6525488,863.639594,863.6655036,567.12,597.12,824.6893907,C53H92O6,863.6523046,0.282738003,na,PLPOS-03850,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0307,TG(50:5)_2,1,[M+K]+,primary,LPOS-0307.1,na,587.64,9.794,863.6525488,863.639594,863.6655036,572.64,602.64,824.6893907,C53H92O6,863.6522525,0.343080714,na,PLPOS-03882,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0308,TG(50:5)_3,1,[M+NH4]+,primary,LPOS-0308.1,na,592.8,9.88,842.7232162,842.7105754,842.7358571,577.8,607.8,824.6893907,C53H92O6,842.7210178,2.608746849,na,PLPOS-03949,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0309,TG(51:2),1,[M+NH4]+,primary,LPOS-0309.1,na,642.54,10.709,862.7858165,862.7728747,862.7987583,627.54,657.54,844.7519909,C54H100O6,862.7855579,0.299681813,na,PLPOS-04948,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,2,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,GDGG
LPOS-0310,TG(51:3),1,[M+NH4]+,primary,LPOS-0310.1,na,626.58,10.443,860.7701664,860.7572549,860.783078,611.58,641.58,842.7363409,C54H98O6,860.7699659,0.232917778,na,PLPOS-04633,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,GDGG
LPOS-0311,TG(51:4),1,[M+NH4]+,primary,LPOS-0311.1,na,609.9,10.165,858.7545163,858.741635,858.7673977,594.9,624.9,840.7206908,C54H96O6,858.7526734,2.146030075,na,PLPOS-04263,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,GDGG
LPOS-0312,TG(52:5)_1,1,[M+NH4]+,primary,LPOS-0312.1,na,603.18,10.053,870.7545163,870.741455,870.7675777,588.18,618.18,852.7206908,C55H96O6,870.7541101,0.466533867,na,PLPOS-04134,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0313,TG(52:5)_2,1,[M+NH4]+,primary,LPOS-0313.1,na,607.86,10.131,870.7545163,870.741455,870.7675777,592.86,622.86,852.7206908,C55H96O6,870.754106,0.471286211,na,PLPOS-04208,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,4,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0314,TG(52:5)_3,1,[M+NH4]+,primary,LPOS-0314.1,na,612.36,10.206,870.7545163,870.741455,870.7675777,597.36,627.36,852.7206908,C55H96O6,870.7533953,1.287456388,na,PLPOS-04310,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0315,TG(52:6)_1,1,[M+NH4]+,primary,LPOS-0315.1,na,585.9,9.765,868.7388663,868.7258352,868.7518974,570.9,600.9,850.7050407,C55H94O6,868.7370701,2.067598823,na,PLPOS-03871,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0316,TG(52:6)_2,1,[M+NH4]+,primary,LPOS-0316.1,na,591,9.85,868.7388663,868.7258352,868.7518974,576,606,850.7050407,C55H94O6,868.7379843,1.015297481,na,PLPOS-03923,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0317,TG(52:6)_3,1,[M+NH4]+,primary,LPOS-0317.1,na,595.62,9.927,868.7388663,868.7258352,868.7518974,580.62,610.62,850.7050407,C55H94O6,868.7371064,2.025801971,na,PLPOS-04004,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0318,TG(52:7),1,[M+K]+,primary,LPOS-0318.1,na,577.14,9.619,887.6525488,887.639234,887.6658636,562.14,592.14,848.6893907,C55H92O6,887.6538372,1.451455036,na,PLPOS-03827,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0319,TG(53:1),1,[M+NH4]+,primary,LPOS-0319.1,na,674.4,11.24,892.8327667,892.8193742,892.8461592,659.4,689.4,874.7989411,C56H106O6,892.8306,2.426742542,na,na,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,4,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0320,TG(53:2),1,[M+NH4]+,primary,LPOS-0320.1,na,659.16,10.986,890.8171166,890.8037543,890.8304789,644.16,674.16,872.7832911,C56H104O6,890.8169683,0.166533791,na,PLPOS-05138,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,2,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,GDGG
LPOS-0321,TG(53:3),1,[M+NH4]+,primary,LPOS-0321.1,na,644.46,10.741,888.8014665,888.7881345,888.8147986,629.46,659.46,870.767641,C56H102O6,888.8012389,0.25613144,na,PLPOS-04968,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,GDGG
LPOS-0322,TG(53:4),1,[M+NH4]+,primary,LPOS-0322.1,na,629.04,10.484,886.7858165,886.7725147,886.7991183,614.04,644.04,868.7519909,C56H100O6,886.784884,1.051565481,na,PLPOS-04685,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,GDGG
LPOS-0323,TG(53:5),1,[M+NH4]+,primary,LPOS-0323.1,na,612.9,10.215,884.7701664,884.7568949,884.783438,597.9,627.9,866.7363409,C56H98O6,884.767942,2.514153986,na,PLPOS-04341,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,4,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0324,TG(54:5)_1,1,[M+NH4]+,primary,LPOS-0324.1,na,622.14,10.369,898.7858165,898.7723347,898.7992983,607.14,637.14,880.7519909,C57H100O6,898.7851768,0.711671093,na,PLPOS-04543,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,4,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,GDGG
LPOS-0325,TG(54:5)_2,1,[M+NH4]+,primary,LPOS-0325.1,na,630.84,10.514,898.7858165,898.7723347,898.7992983,615.84,645.84,880.7519909,C57H100O6,898.7857247,0.102099449,na,PLPOS-04709,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,4,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,GDGG
LPOS-0326,TG(54:7)_1,1,[M+NH4]+,primary,LPOS-0326.1,na,588.36,9.806,894.7545163,894.741095,894.7679377,573.36,603.36,876.7206908,C57H96O6,894.7541456,0.414354941,na,PLPOS-03888,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0327,TG(54:7)_2,1,[M+K]+,primary,LPOS-0327.1,na,593.22,9.887,915.6838489,915.6701136,915.6975842,578.22,608.22,876.7206908,C57H96O6,915.684314,0.507887892,na,PLPOS-03962,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,4,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0328,TG(54:7)_3,1,[M+NH4]+,primary,LPOS-0328.1,na,598.44,9.974,894.7545163,894.741095,894.7679377,583.44,613.44,876.7206908,C57H96O6,894.7537649,0.839783441,na,PLPOS-04051,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0329,TG(54:7)_4,1,[M+K]+,primary,LPOS-0329.1,na,602.82,10.047,915.6838489,915.6701136,915.6975842,587.82,617.82,876.7206908,C57H96O6,915.68391,0.066679506,na,PLPOS-04115,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,4,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0330,TG(54:8)_1,1,[M+K]+,primary,LPOS-0330.1,na,575.52,9.592,913.6681988,913.6544938,913.6819039,560.52,590.52,874.7050407,C57H94O6,913.6687356,0.587431721,na,PLPOS-03818,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0331,TG(54:8)_2,1,[M+K]+,primary,LPOS-0331.1,na,584.88,9.748,913.6681988,913.6544938,913.6819039,569.88,599.88,874.7050407,C57H94O6,913.6701646,2.151552297,na,PLPOS-03866,na,na,na,na,na,Glycerolipids,Triradylcglycerols,Triacylglycerols,na,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301],na,na,C00422,na,na,na,na,17855,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
