cpdID,cpdName,feature,ion,purpose,IonID,Commentsformanualrevision,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,measuredMZ,ppmError,npcStandardID,npcFeatureID,sn1,sn2,logPALOGPS,logPChemAxon,logPRDKit,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGPathway,KEGGID,chemspiderID,PubChemID,IUPAC,CAS,ChEBIID,InChI,InChIKey,confidenceScore,MSIAnnotationLevel,complexityScore,urine,plasma,serum,breastMilk,gastric,dueodenal,faecal,liver,originalMatrix,annotatedBy,validationFiles,ISOriginalFiles
LPOS-0001,Octanoylcarnitine CAR(8:0),1,[M+H]+,primary,LPOS-0001.1,na,27.72,0.462,288.2169349,288.2126116,288.2212581,12.72,42.72,287.2096584,C15H29NO4,288.2174508,1.790017646,FB01052337,PLPOS-00012,na,na,-1.2,-1.5,-1.4254,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000791,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070095,na,C02301,10128115,11953814,(3R)-3-(octanoyloxy)-4-(trimethylazaniumyl)butanoate,25243-95-2,75659,"InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3/p+1/t13-/m1/s1",CXTATJFJDMJMIY-UHFFFAOYSA-N,2A,1,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0002,Decanoylcarnitine CAR(10:0),1,[M+H]+,primary,LPOS-0002.1,na,36.54,0.609,316.248235,316.2434913,316.2529787,21.54,51.54,315.2409585,C17H33NO4,316.2489975,2.41120894,FB01052102,PLPOS-00066,na,na,-0.85,-0.63,-2.1739,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000651,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070059,na,C02301,8420677,10245190,3-(decanoyloxy)-4-(trimethylazaniumyl)butanoate,1492-27-9,68830,"InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3",LZOSYCMHQXPBFU-UHFFFAOYSA-N,2A,1,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0003,Hydroxydecanoylcarnitine CAR(10:0-OH),1,[M+H]+,primary,LPOS-0003.1,na,29.28,0.488,332.2431496,332.238166,332.2481333,14.28,44.28,331.2358732,C17H33NO5,332.2439748,2.483739322,na,PLPOS-00018,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0004,Decenoylcarnitine CAR(10:1),1,[M+H]+,primary,LPOS-0004.1,na,31.86,0.531,314.2325849,314.2278714,314.2372984,16.86,46.86,313.2253085,C17H31NO4,314.2332397,2.083861013,na,PLPOS-00039,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0005,Decadienoylcarnitine CAR(10:2),1,[M+H]+,primary,LPOS-0005.1,na,28.14,0.469,312.2169349,312.2122516,312.2216181,13.14,43.14,311.2096584,C17H29NO4,312.2167684,0.533077635,na,PLPOS-00015,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0006,Lauroylcarnitine CAR(12:0),1,[M+H]+,primary,LPOS-0006.1,na,52.56,0.876,344.2795351,344.2743709,344.2846993,37.56,67.56,343.2722587,C19H37NO4,344.2803882,2.477752626,FB01052206,PLPOS-00152,na,na,0.03,0.26,-1.8857,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0002250,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070062,na,C02301,147288,168381,(3R)-3-(dodecanoyloxy)-4-(trimethylazaniumyl)butanoate,25518-54-1,77086,"InChI=1S/C19H37NO4/c1-5-6-7-8-9-10-11-12-13-14-19(23)24-17(15-18(21)22)16-20(2,3)4/h17H,5-16H2,1-4H3/t17-/m1/s1",FUJLYHJROOYKRA-QGZVFWFLSA-N,2A,1,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0007,Hydroxydodecanoylcarnitine CAR(12:0-OH),1,[M+H]+,primary,LPOS-0007.1,na,40.02,0.667,360.2744497,360.2690456,360.2798539,25.02,55.02,359.2671733,C19H37NO5,360.2744197,0.083485491,na,PLPOS-00075,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0008,Dodecenoylcarnitine CAR(12:1)_1,1,[M+H]+,primary,LPOS-0008.1,na,43.26,0.721,342.2638851,342.2587511,342.269019,28.26,58.26,341.2566086,C19H35NO4,342.2644813,1.741931363,na,PLPOS-00083,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0009,Dodecenoylcarnitine CAR(12:1)_2,1,[M+H]+,primary,LPOS-0009.1,na,46.92,0.782,342.2638851,342.2587511,342.269019,31.92,61.92,341.2566086,C19H35NO4,342.2642207,0.980705944,na,PLPOS-00091,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0010,Hydroxydodecenoylcarnitine CAR(12:1-OH),1,[M+H]+,primary,LPOS-0010.1,na,33.6,0.56,358.2587997,358.2534258,358.2641736,18.6,48.6,357.2515232,C19H35NO5,358.258491,0.861678143,na,PLPOS-00058,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0011,Dodecadienoylcarnitine CAR(12:2),1,[M+H]+,primary,LPOS-0011.1,na,34.8,0.58,340.248235,340.2431313,340.2533387,19.8,49.8,339.2409585,C19H33NO4,340.2477676,1.373788293,na,PLPOS-00060,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0012,Tetradecanoylcarnitine CAR(14:0),1,[M+H]+,primary,LPOS-0012.1,na,75.84,1.264,372.3108353,372.3052506,372.3164199,60.84,90.84,371.3035588,C21H41NO4,372.31157,1.973356684,na,PLPOS-00189,na,na,0.86,1.14,-1.5975,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0005066,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070107,na,C02301,30776567,53477791,(3R)-3-(tetradecanoyloxy)-4-(trimethylazaniumyl)butanoate,25597-07-3,75659,"InChI=1S/C21H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h19H,5-18H2,1-4H3/t19-/m1/s1",PSHXNVGSVNEJBD-LJQANCHMSA-N,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0013,Hydroxytetradecanoylcarnitine CAR(14:0-OH),1,[M+H]+,primary,LPOS-0013.1,na,58.26,0.971,388.3057499,388.2999253,388.3115745,43.26,73.26,387.2984734,C21H41NO5,388.3057476,0.00596918,na,PLPOS-00162,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0014,Tetradecenoylcarnitine CAR(14:1),1,[M+H]+,primary,LPOS-0014.1,na,63.66,1.061,370.2951852,370.2896308,370.3007396,48.66,78.66,369.2879087,C21H39NO4,370.2959426,2.045344862,FB04292655,PLPOS-00168,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,2A,1,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0015,Tetradecadienoylcarnitine CAR(14:2),1,[M+H]+,primary,LPOS-0015.1,na,51.06,0.851,368.2795351,368.2740109,368.2850593,36.06,66.06,367.2722587,C21H37NO4,368.2802724,2.002019202,na,PLPOS-00147,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0016,Palmitoylcarnitine CAR(16:0),1,[M+H]+,primary,LPOS-0016.1,na,105.18,1.753,400.3421354,400.3361302,400.3481405,90.18,120.18,399.3348589,C23H45NO4,400.3429186,1.956493158,FB01052260,PLPOS-00327,na,na,1.77,2.03,-1.3093,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000222,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070004,na,C02301,10128117,11953816,(3R)-3-(hexadecanoyloxy)-4-(trimethylazaniumyl)butanoate,2364-67-2,17490,"InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3/t21-/m1/s1",XOMRRQXKHMYMOC-OAQYLSRUSA-N,2A,1,1,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0017,Hexadecenoylcarnitine CAR(16:1)_1,1,[M+H]+,primary,LPOS-0017.1,na,84.24,1.404,398.3264853,398.3205104,398.3324602,69.24,99.24,397.3192089,C23H43NO4,398.3271793,1.742159779,na,PLPOS-00226,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0018,Hexadecenoylcarnitine CAR(16:1)_2,1,[M+H]+,primary,LPOS-0018.1,na,86.82,1.447,398.3264853,398.3205104,398.3324602,71.82,101.82,397.3192089,C23H43NO4,398.3269227,1.098150768,na,PLPOS-00237,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0019,Stearoylcarnitine CAR(18:0),1,[M+H]+,primary,LPOS-0019.1,na,137.76,2.296,428.3734355,428.3670099,428.3798611,122.76,152.76,427.3661591,C25H49NO4,428.3742781,1.966885489,FB01052196,PLPOS-00472,na,na,2.62,2.92,-1.0211,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000848,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070051,na,C02301,4932275,6426855,(3R)-3-(octadecanoyloxy)-4-(trimethylazaniumyl)butanoate,25597-09-5,73074,"InChI=1S/C25H49NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h23H,5-22H2,1-4H3",FNPHNLNTJNMAEE-UHFFFAOYSA-N,2A,1,1,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0020,Carboxyheptadecanoylcarnitine CAR(18:0-DC),1,[M+H]+,primary,LPOS-0020.1,na,50.34,0.839,458.3476147,458.3407395,458.3544899,35.34,65.34,457.3403382,C25H47NO6,458.3472084,0.886499877,na,PLPOS-00144,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0021,Octadecenoylcarnitine CAR(18:1),1,[M+H]+,primary,LPOS-0021.1,na,114.66,1.911,426.3577854,426.3513901,426.3641808,99.66,129.66,425.350509,C25H47NO4,426.3587817,2.336659393,FB1052280,PLPOS-00396,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,2A,1,1,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0022,Carboxyheptadecenoylcarnitine CAR(18:1-DC),1,[M+H]+,primary,LPOS-0022.1,na,42.12,0.702,456.3319646,456.3251196,456.3388096,27.12,57.12,455.3246882,C25H45NO6,456.3319606,0.008826664,na,PLPOS-00079,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0023,Octadecadienoylcarnitine CAR(18:2),1,[M+H]+,primary,LPOS-0023.1,na,93.78,1.563,424.3421354,424.3357702,424.3485005,78.78,108.78,423.3348589,C25H45NO4,424.3430863,2.240882232,na,PLPOS-00259,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,1,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0025,Eicoseneoylcarnitine CAR(20:1),1,[M+H]+,primary,LPOS-0025.1,na,144.24,2.404,454.3890856,454.3822697,454.3959014,129.24,159.24,453.3818091,C27H51NO4,454.3890628,0.050186874,na,PLPOS-00493,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0026,Eicosadienoylcarnitine CAR(20:2),1,[M+H]+,primary,LPOS-0026.1,na,121.74,2.029,452.3734355,452.3666499,452.3802211,106.74,136.74,451.3661591,C27H49NO4,452.3742467,1.793299073,na,PLPOS-00421,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0027,Eicosatrienoylcarnitine CAR(20:3),1,[M+H]+,primary,LPOS-0027.1,na,105.24,1.754,450.3577854,450.3510301,450.3645408,90.24,120.24,449.350509,C27H47NO4,450.3580067,0.491249011,na,PLPOS-00328,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0028,Arachidonoylcarnitine CAR(20:4),1,[M+H]+,primary,LPOS-0028.1,na,94.68,1.578,448.3421354,448.3354102,448.3488605,79.68,109.68,447.3348589,C27H45NO4,448.3429152,1.739297193,na,PLPOS-00268,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,na,na,na,75659,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0029,Tetracosanoylcarnitine CAR(24:0),1,[M+H]+,primary,LPOS-0029.1,na,260.46,4.341,512.4673359,512.4596489,512.4750229,245.46,275.46,511.4600594,C31H61NO4,512.4674877,0.296246627,na,PLPOS-00745,na,na,na,na,-0.1565,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,145720495,(3R)-3-tetracosanoyloxy-4-(trimethylazaniumyl)butanoate,na,75659,"InChI=1S/C31H61NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-31(35)36-29(27-30(33)34)28-32(2,3)4/h29H,5-28H2,1-4H3/t29-/m1/s1",YDUFZFUYBBPVLJ-GDLZYMKVSA-N,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0030,Hexacosanoylcarnitine CAR(26:0),1,[M+H]+,primary,LPOS-0030.1,na,309.24,5.154,540.498636,540.4905285,540.5067435,294.24,324.24,539.4913596,C33H65NO4,540.4989934,0.661209339,na,PLPOS-01029,na,na,5.08,6.48,0.1317,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0006347,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070069,na,C02301,21238930,53477828,3-hexacosanoyloxy-4-(trimethylazaniumyl)butanoate,na,75659,"InChI=1S/C33H65NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-33(37)38-31(29-32(35)36)30-34(2,3)4/h31H,5-30H2,1-4H3",KOCKWDDTAHPJSX-UHFFFAOYSA-N,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
